PatientID,Age,Gender,Pregnancies,Glucose,BloodPressure,SkinThickness,Insulin,BMI,DiabetesPedigreeFunction,Outcome,PatientName,Email,SSN,Phone,Address,BirthDate,CreditCard
127,44,Female,4,141.9,71.3,24.8,261.8,24.1,0.11,1,Daniel Thompson,candicewoods@example.net,837-81-2716,764-669-5172x07249,"551 Maxwell Circle, West Kimberlyton, TN 93411",1960-12-12,4967397027625755707
128,21,Male,2,135.4,118.8,15.4,130.6,28.5,1.32,0,Lisa Schwartz,michael53@example.org,564-79-7427,(951)760-7104x165,"0907 Proctor Road Suite 256, Louisview, NM 23694",1965-10-16,4284686291346794
129,64,Female,12,95.2,95.0,30.7,171.4,34.4,1.43,1,Ronald Robinson,vyoder@example.com,464-95-3440,001-793-357-6503x9201,"22674 Hill Pike Apt. 458, New Kimberly, ND 35749",1961-12-13,4702146928812886
130,28,Female,11,181.6,100.2,14.5,139.3,38.4,2.08,1,Kevin Randall,zmitchell@example.com,586-39-1583,+1-912-617-1562x82036,"422 Makayla Tunnel, Johnsonport, PW 98362",1938-01-22,676326244685
131,44,Male,12,158.0,118.4,47.4,258.5,42.3,1.31,0,Andrew Stephens,vgaines@example.com,433-41-2050,+1-818-856-0791x192,"30280 Yates Streets, South Jenniferport, LA 30700",1972-10-24,2695523608079502
132,31,Male,8,178.9,76.4,17.3,34.9,42.7,2.3,1,Mark Cruz,brittany86@example.com,867-49-7864,001-894-990-5868x117,"80527 Boyd Divide Suite 575, Calebberg, NV 71433",1944-12-18,3500947729743303
133,71,Female,3,181.6,106.1,20.1,145.8,39.0,1.61,1,Jamie Baker,jennifer78@example.org,884-22-3733,744.548.1061,"7506 Luke Cape Suite 632, Maynardchester, AK 99628",1955-07-31,2705901212726049
134,37,Male,5,167.3,80.4,26.3,194.3,24.2,2.12,0,Rodney Green,matthewchambers@example.org,861-39-1400,989.729.8137,"052 Bryant Street Apt. 848, North Meganstad, WA 60489",1969-11-20,4195598081391040864
135,28,Female,1,127.1,110.9,25.3,221.7,18.7,0.46,1,Garrett Chan,dylancoleman@example.com,600-44-7192,+1-509-930-9698x66377,"0768 Michael Bridge, Bowmanborough, GU 49427",1995-06-28,375722431283122
136,55,Female,5,149.4,62.6,41.8,167.2,28.4,2.15,0,Teresa Knight,davidjones@example.com,387-94-5840,366-606-8531,"USNV Mitchell, FPO AP 08412",1999-05-17,502096218701
137,55,Female,2,90.8,116.3,28.3,252.2,21.8,1.72,0,Stacy Barnes,robinsondeborah@example.com,995-29-6044,772.326.9505,"381 Suzanne Throughway Suite 816, Torreshaven, NV 65825",1963-05-02,347801213061545
138,53,Female,11,157.6,65.3,16.8,260.9,37.2,0.51,1,Jennifer Franklin,jared32@example.org,213-41-4263,+1-404-911-8394x97453,"USS Jenkins, FPO AA 36228",1954-08-05,3530002313677857
139,79,Male,11,93.3,72.8,20.7,31.8,35.9,0.56,0,Keith Nguyen,kbautista@example.org,461-53-3003,769-249-6013x804,"426 Michael Heights, Sandovalbury, HI 31519",1984-11-07,30382887952337
140,25,Male,8,160.2,102.9,30.4,120.0,19.2,2.32,1,Daniel Daniels,andersonkaren@example.com,705-81-7633,935.890.1204x81203,"7810 Zachary Dam, Crystalview, PW 54381",1976-03-17,340909269174877
141,62,Male,10,99.8,77.6,15.9,21.1,40.6,0.18,0,Kristen Brewer,umorris@example.org,147-22-6798,595-478-5829,"30060 Lewis Overpass, Castroton, DE 07534",1991-03-22,371266789782982
142,59,Male,1,85.3,92.6,34.5,101.0,24.7,1.21,1,Michelle Romero,hroth@example.net,667-46-3382,+1-588-603-5225x571,"1837 Jason Crossroad, New Julia, TN 52433",1972-03-24,180032771528168
143,78,Female,14,91.5,81.1,32.6,155.1,29.7,0.85,1,Shelly Smith,davidochoa@example.org,385-79-7901,001-670-416-9223,"6817 Olson Place, East Tanner, FL 83672",1994-10-09,4435476623463023877
144,61,Female,11,70.3,102.0,38.6,252.7,36.0,1.7,0,Curtis Chen,qanderson@example.org,856-99-8019,910.658.9621,"14152 Burgess Village Apt. 721, Michelleburgh, OK 32905",1939-05-25,3556062929339382
145,48,Male,11,163.4,66.0,47.5,236.0,29.6,2.12,0,Joseph White,willispatrick@example.net,661-63-8366,(853)450-3428x34978,"725 Dixon Divide Suite 801, Cruzview, NM 70364",2006-08-23,4128013454802630
146,27,Female,8,165.2,54.1,46.5,48.3,29.9,0.96,1,Kimberly King,uking@example.com,663-52-4452,828.832.7683x190,"9414 Andrea Walk Suite 408, Julieport, MP 03949",1974-09-02,3558300120632868
147,29,Female,4,136.9,71.0,47.8,39.3,19.8,1.12,1,Sydney Moran,sharon42@example.net,983-34-6192,7909420847,"217 Todd Haven Apt. 486, Rodriguezmouth, MP 95637",1987-07-09,501865957218
148,28,Female,7,91.0,83.2,19.8,168.8,28.8,2.46,0,Victoria Logan,margaret60@example.net,478-50-7208,529.768.7234,"473 Alexander Spurs Suite 536, South Carol, SC 91755",1971-02-07,4675061682873
149,32,Male,1,80.9,61.8,15.3,153.9,38.7,1.98,1,Olivia Jones,nancy85@example.net,694-29-1811,(294)335-7521x255,"191 Marshall Orchard, Deborahside, NM 20323",2001-02-17,374758496332934
150,54,Male,5,72.5,74.8,22.1,84.5,42.7,2.25,1,Sarah Wagner,chill@example.org,817-47-5089,207.323.3287x0844,"378 Gonzalez Circles Apt. 705, Jessicatown, MP 72803",1958-09-23,4737275708654264
151,53,Male,2,91.5,78.0,45.8,249.8,29.2,1.15,0,Jasmin Richard,iharrington@example.net,126-17-6060,935-369-8411x12953,"832 Brandi Expressway Apt. 975, Thompsonside, FL 98457",1986-05-19,503849119345
152,68,Female,11,185.8,54.0,48.9,257.0,29.4,0.66,0,Matthew Vaughan,qmorgan@example.com,448-46-4270,+1-871-642-1238x4290,"462 Amy Place Suite 868, Lake Brittneyland, WY 59634",1988-10-14,2272074272040389
153,75,Male,11,101.4,90.8,44.4,120.1,37.0,1.09,1,Jessica Taylor,espinozacolleen@example.org,986-36-3227,790.500.3975x68286,"5211 Lewis Oval, East Beverlystad, NM 88523",1966-11-11,3542046070455706
154,43,Male,13,116.1,111.9,14.4,247.4,43.5,1.82,0,Marvin Ford,kmoss@example.com,207-81-2362,462.973.0288,"929 Romero Canyon Apt. 218, Muellerview, MD 10916",1966-09-12,3520577378568788
155,44,Male,9,83.7,60.6,47.9,115.2,25.2,0.36,0,Rachel Warren MD,maddoxstacy@example.net,704-77-9689,(935)320-0371x756,"734 Carter Ridges, Michaelmouth, AR 68645",1983-07-23,180080931281608
156,57,Male,15,98.9,91.8,26.9,207.3,29.9,0.75,1,Jesus Jordan,danielle62@example.net,606-95-5817,239.949.3206,"7194 Mcguire Plain, New Christineburgh, MA 49551",1974-12-21,4107298205593506
157,55,Male,4,137.5,96.5,10.4,139.2,39.5,0.21,0,Todd Gates,vargassteven@example.net,644-73-1371,001-858-234-7662x42251,"670 Ibarra Key Suite 952, Port Courtneymouth, VA 26962",1961-11-21,2287596438905819
158,64,Male,11,149.0,79.4,27.7,47.0,34.5,1.14,0,Jason Lewis,sandersjeremy@example.org,289-99-6579,730.292.0318,"0145 Marks Drive Apt. 840, Bakerport, MH 09480",1953-09-08,180013966492907
159,60,Female,7,101.9,99.1,11.8,257.2,21.0,2.09,1,Paul Wood,michellewalsh@example.com,985-36-2118,(708)596-8940,"0188 David Mission Apt. 976, East Susan, KS 31013",2002-03-25,4466221776671357
160,42,Female,9,77.5,78.8,31.8,133.5,34.9,0.16,0,Johnny Bell,stephen48@example.org,180-33-9746,(782)469-1029x810,"27968 Velez Vista Suite 561, East Michelle, KS 60883",1995-11-14,340559904091836
161,47,Male,13,120.8,85.3,23.5,206.7,23.0,1.72,1,Jeffrey Maddox DDS,brockadam@example.net,434-74-6211,001-766-344-3894,"0560 Mitchell Neck, New Cynthia, MS 65354",1962-06-20,180033631200840
162,55,Male,0,100.4,50.5,28.9,110.8,31.8,2.34,0,Evan Macias,whitneysamuel@example.org,417-99-7552,+1-329-435-4297x78417,"1271 Welch Trail Apt. 852, South Danamouth, GA 45315",1987-10-31,4496049998103
163,21,Female,4,98.5,98.4,34.5,19.9,32.3,0.67,0,Michael Jones,parkerzachary@example.org,880-56-2920,+1-997-486-1353,"7918 Mark Course Suite 027, Abigailmouth, MH 09780",1938-02-27,4268335196865182985
164,55,Female,2,194.8,96.3,44.8,41.2,41.7,1.76,1,Oscar Huang IV,steven29@example.net,594-14-7941,001-356-333-3653x903,"33631 Hernandez Rest Apt. 593, New Lori, WY 71337",1983-01-18,502081189156
165,57,Male,3,150.1,52.7,36.5,144.5,30.5,2.44,0,Emily Clark,bakerjason@example.net,723-70-6295,+1-687-882-3034x6862,"657 Audrey Forest Suite 704, Port Melissaport, KS 74728",1938-10-16,3516942106779907
166,67,Male,1,142.4,75.8,27.4,195.1,25.5,2.41,0,Hunter White,othompson@example.org,382-69-2638,940-951-4093x61215,"7005 Alyssa River, Catherinefort, VI 46909",1981-03-11,180032290882575
167,34,Male,8,124.1,118.5,42.8,102.4,24.2,0.66,0,Morgan Gardner,qwarren@example.com,161-67-3107,766.918.3770x33455,"900 Garrison Shoals, Boothmouth, FM 25632",1970-10-14,372702910354266
168,23,Male,2,125.8,79.5,46.2,196.5,41.6,0.34,0,Kenneth Douglas,krodriguez@example.com,105-76-1762,001-458-629-5639x8222,"60075 Livingston Courts Suite 831, Erinside, MH 93296",2004-12-08,4905932277429315156
169,21,Female,14,140.3,85.1,14.8,197.3,22.6,0.46,0,Alice King,thomastracy@example.org,162-38-2882,581.489.0935,"PSC 8263, Box 7594, APO AA 33212",1949-03-25,501867590488
170,25,Male,1,160.5,113.7,31.3,198.7,29.5,1.78,0,Christopher Anderson,hbarnes@example.org,463-91-8725,001-949-805-0532x046,"251 Jane Run, North Emmatown, AR 85287",1953-08-20,4786617368998
171,46,Male,9,161.3,100.2,21.4,143.5,23.1,1.84,1,Dalton Allen,mckenziemark@example.com,615-29-6680,+1-958-673-3106,"2223 David Glens Apt. 787, New Cheryl, MP 07441",1945-04-13,4014748365068
172,75,Male,10,92.3,90.7,11.9,253.8,38.9,1.72,0,Cathy Patel,tsanchez@example.net,786-33-7147,+1-465-618-1754x550,"195 Michael Orchard Apt. 087, North Louishaven, WA 47791",1984-10-10,4036549986693
173,34,Male,8,135.0,105.8,36.7,142.7,30.8,0.91,0,Adrienne Francis,jonathanlucas@example.net,983-22-2796,+1-798-715-2147x3592,"16621 Wood Roads, West Joseph, GA 65424",1959-11-30,676201099501
174,59,Female,6,123.6,110.5,44.5,132.5,27.5,0.51,1,Mariah Johnson,michael28@example.com,734-59-9235,483-649-0574x143,"87630 John Street, Sparksport, WY 52679",1946-11-13,5411983603958843
175,47,Female,15,183.2,82.0,16.5,67.0,27.7,1.49,1,Kevin Wood,apeters@example.net,689-59-1948,3185079734,"6629 Hobbs Summit Suite 871, Jeantown, AL 52575",1951-10-26,6011903645731224
176,29,Female,15,152.1,83.3,42.5,95.3,41.0,1.26,1,Randy Jennings III,avelez@example.org,898-87-1449,948-610-8185x55973,"6355 Alyssa Well Apt. 164, West Rogermouth, AL 80132",1983-02-13,4545053425066209
177,35,Male,5,139.2,77.0,44.1,26.0,33.0,1.85,0,Laurie Garcia,philip62@example.net,555-84-1634,850.220.3865,"837 Austin Junction Suite 875, Pereztown, IN 25036",1945-02-04,2703004798777551
178,35,Male,0,85.0,117.7,46.6,180.4,37.4,1.16,1,Ronald Smith,uwells@example.org,775-68-3817,+1-562-350-5376x2254,"705 Wesley Valley Suite 457, Harttown, MD 13022",1977-03-09,2521618722935017
179,46,Female,4,148.7,98.8,20.6,79.9,42.2,0.91,1,William Callahan,kinganthony@example.org,830-49-9163,929.217.5178,"1027 Nicole Locks, Michaelberg, AL 16405",1974-06-17,3526924131253056
180,62,Male,11,85.2,55.8,46.2,94.4,42.3,0.8,0,David Dunn,davismark@example.net,392-14-2731,379-308-9080x58036,"542 Shah Summit, Morriston, SD 41733",1966-02-25,3559492741736571
181,80,Male,10,113.8,110.4,22.8,216.2,26.9,0.61,1,Cody Gould,gibsonjerry@example.net,341-51-1429,+1-717-876-4893x4638,"Unit 0049 Box 6815, DPO AP 28247",1949-02-10,36436092428048
182,33,Female,13,88.6,83.6,32.1,100.4,43.7,0.74,0,Kristin Rice,ismith@example.net,631-70-4202,001-404-271-6407x024,"91216 Myers Tunnel, Haroldville, VI 11147",1959-10-05,4196809925104363174
183,71,Female,14,160.0,54.8,12.0,78.2,18.7,0.33,0,Kenneth Oconnor,peterschristopher@example.net,108-66-3890,815-386-2305x530,"USNV King, FPO AP 12809",1992-02-03,213191468024211
184,52,Female,10,96.8,88.5,11.8,59.1,28.2,0.93,0,Gregory Turner,hoffmananne@example.org,694-44-4051,001-884-972-1539x08741,"764 Young Meadows Suite 244, Lake Bianca, UT 18568",1937-07-16,4484794042772695924
185,59,Female,2,120.9,79.2,38.8,217.2,42.2,0.19,0,Jamie Ramirez,michael00@example.org,697-51-9247,345-295-5345,"PSC 3576, Box 4576, APO AA 67068",1980-03-30,4840098382067
186,69,Male,0,186.4,111.4,27.8,48.9,25.4,0.55,0,Maureen Wagner,nortonmark@example.org,367-16-8660,230-759-0355x546,"364 Melinda Route, Mariafort, ME 81561",2003-02-01,4170280856491111764
187,72,Male,3,96.6,64.3,20.3,133.4,25.4,1.89,1,Douglas Graham,josephdanielle@example.org,382-73-2134,001-933-741-4410x87025,"8306 Thompson Rest, Lake Angela, NV 15309",1976-09-17,3512748942036673
188,52,Female,12,136.0,107.9,17.6,147.3,26.2,0.88,0,Vanessa Jones,ann49@example.net,104-75-7738,215.838.4722x35408,"618 Hess Stream Suite 917, Mooreland, PW 11939",1960-10-06,2231536092392034
189,24,Male,15,124.5,89.0,36.8,194.4,34.5,1.7,1,Christina Ramos,jose60@example.net,603-18-4748,777-904-0986,"70939 John Underpass Apt. 642, New Andrewview, NV 67889",1963-10-02,4634066974357664
190,50,Female,1,72.4,53.8,10.0,180.3,29.8,1.82,0,Kelly Jenkins,caseypoole@example.com,804-30-2185,+1-209-364-1318,"USNV Ramirez, FPO AP 47060",1949-05-19,676136997894
191,57,Female,1,173.1,118.0,42.2,226.6,37.6,1.49,1,Jessica Martinez,martinezthomas@example.org,650-90-4342,+1-793-586-3858x9955,"784 Misty Vista Apt. 585, Robertland, FM 52114",1964-09-05,2701198670417641
192,43,Male,2,79.0,85.9,13.2,26.7,42.2,2.4,0,Jamie Chapman,christopher06@example.net,212-48-9829,517-575-1223,"250 Guzman Dam Apt. 819, South Feliciamouth, DE 27386",1961-05-07,676231908283
193,59,Female,7,131.7,70.4,17.7,92.4,36.2,0.15,0,Olivia Matthews,zryan@example.com,631-39-6137,001-229-253-3818x868,"814 Hudson Manor, Lake Brianamouth, MD 95198",1980-01-09,4092273360282
194,65,Male,7,142.9,82.9,25.4,88.1,23.5,1.87,0,Monique Osborne,christine31@example.com,959-33-4064,369.866.8188x51477,"68843 Christina Isle, Watkinsbury, NC 29080",1947-06-12,4125882700551453
195,35,Male,11,151.7,110.1,29.4,53.1,43.2,2.4,1,Brent Martinez,jerry96@example.com,226-96-7134,001-864-229-0993x71261,"361 Malone Station, Danielsfort, KY 74516",1945-11-02,3520342345182696
196,63,Male,14,159.5,71.3,24.2,90.5,25.1,2.17,1,Kelly Collins,michaelyang@example.net,403-32-1102,(944)732-4892,"532 Benitez Port Apt. 276, Gilbertfort, MH 57620",1954-01-24,4304259585893
197,49,Male,6,102.9,63.5,22.8,95.8,22.0,0.5,1,Susan Lopez,kwalker@example.com,406-53-2970,877.714.7394x91594,"4440 Martin Parkways Apt. 315, Lake Kyle, NH 27103",1951-10-03,6011083812039204
198,56,Female,5,71.3,59.0,48.6,151.2,20.4,0.88,0,Jessica Douglas,antonioferrell@example.net,690-13-3628,+1-957-515-1399x18388,"Unit 9845 Box 0246, DPO AE 45089",1992-05-19,2531862518690364
199,33,Male,8,164.0,70.9,35.7,188.2,33.2,0.51,0,Sergio Hester,monique92@example.com,207-23-5657,7144519226,"493 Middleton Pine, South Allenville, VI 30725",1951-02-06,38972325289375
200,52,Female,3,139.6,104.6,10.9,114.5,21.1,1.54,1,Matthew Green,vruiz@example.com,701-98-3958,(626)654-7549x8758,"Unit 7870 Box 3575, DPO AE 59724",1976-08-17,36034206362755
201,27,Female,11,178.7,83.0,27.2,202.8,21.7,1.81,0,Curtis Aguilar,rwarren@example.com,895-32-6070,+1-382-498-3203x7720,"71777 Williams Forges Suite 919, Carlmouth, FM 73299",1953-05-02,180014870804104
202,79,Female,0,176.8,65.9,45.0,102.7,26.1,0.86,1,Dennis Anderson,connerkevin@example.net,218-20-5092,260.302.6557x05482,"779 Brian Wells, Turnermouth, PA 50468",1940-07-03,30304162633838
203,71,Female,7,179.6,61.6,22.1,90.8,25.6,1.39,0,Michelle Sanchez,rebeccaroberts@example.com,443-88-1438,001-324-446-0373x8158,"USNV Mitchell, FPO AP 50252",1959-09-03,501829759056
204,42,Male,6,133.1,73.3,13.8,156.3,34.3,1.76,1,Mark Galvan,veronica40@example.org,567-56-8416,332-789-5049,"8022 Stephanie Loop, New Aaron, AK 15172",1996-07-30,370354285864719
205,48,Male,6,113.4,115.8,40.3,21.2,40.1,1.11,1,Brian Miles,lithomas@example.com,792-10-8133,519-443-8913x02679,"PSC 0767, Box 1152, APO AE 55651",1943-03-31,4821123823408
206,22,Female,15,172.9,74.0,34.2,35.8,38.6,2.15,0,Kathleen Rogers,ijackson@example.com,953-24-1135,809-301-2470,"USS Villarreal, FPO AE 01876",1994-01-16,341491486252074
207,62,Female,14,128.7,119.2,32.8,124.1,25.1,1.95,1,Brenda Mata,katherine56@example.com,716-62-8205,475-483-3455x44620,"Unit 7349 Box 3686, DPO AP 35753",1974-10-12,30158160181442
208,65,Male,2,93.8,84.0,12.1,261.1,24.6,0.26,0,Mike Klein,ramirezjason@example.org,589-34-1714,620.848.9250x47274,"4660 Dominique Estates, New Joyceshire, NY 13938",2004-10-21,213118990179544
209,77,Female,3,181.1,62.5,15.6,203.3,44.1,1.59,0,Charles Tyler,morganlynn@example.com,299-54-2883,325.986.5583x8981,"61148 Patrick Prairie, Gonzalezberg, WI 98270",1968-02-04,6536975409699140
210,73,Male,9,184.7,112.4,34.9,38.0,18.2,0.66,0,Krystal Bailey,kingkaren@example.org,562-19-3056,(428)648-7685,"59263 Shepherd Manor Apt. 950, Parkshaven, NH 47027",1989-05-13,4491708671031520
211,26,Female,8,130.6,82.2,18.3,235.9,41.8,1.44,1,Keith Cooper,ogentry@example.com,533-47-5768,532.400.0414x94843,"3851 Campbell Ford, Robertshire, RI 65358",2006-08-09,3504303992947773
212,48,Male,14,79.8,99.7,30.2,206.1,23.4,2.4,1,Benjamin Brown,jennifercaldwell@example.org,677-61-6823,2384401608,"978 Kelley Ferry Suite 221, Dixonborough, OH 58870",1942-05-04,3562962381619472
213,48,Female,5,120.4,118.9,31.8,174.5,43.6,2.21,1,Timothy Bowen,ehicks@example.org,749-44-4472,001-224-678-1235x44247,"5678 Ali Centers, North Shannonview, ME 27748",1985-11-24,4227971064889273
214,64,Female,14,174.5,53.5,21.3,229.1,27.2,1.07,0,Melissa Gonzalez,spatel@example.com,364-53-9672,471-273-3570x74926,"885 Kristi Hill, Jacksonview, WY 56109",2002-08-14,6557173863828843
215,64,Male,14,187.2,56.8,47.9,120.5,29.9,0.8,0,John Ortiz,bradley84@example.com,984-20-9599,+1-966-900-0951x964,"974 Derek Harbor Suite 077, New Carolynfurt, SC 18652",2005-05-30,676209548087
216,40,Female,4,96.5,100.4,43.7,72.8,37.1,0.66,1,Cory Powell,michelle75@example.org,154-22-6311,490-443-7480,"USNV Lee, FPO AP 32615",1994-05-13,4761293292094457
217,50,Female,2,78.7,69.7,38.9,148.6,33.9,1.38,0,Lisa Dillon,laurastewart@example.com,802-70-6835,(230)210-2645x01668,"56408 James Hill, West Melissa, HI 87319",1992-08-08,180022574121014
218,31,Male,8,184.1,62.9,13.1,158.2,26.6,0.37,0,Robert Palmer,andrea45@example.com,887-93-1862,390.658.1653x5552,"0749 Jason Ranch Apt. 810, Donaldburgh, MD 02472",1952-01-19,4821090443597267457
219,78,Female,4,120.6,52.8,14.2,155.5,33.0,1.42,1,Gabriel Nguyen,jonesdanielle@example.org,351-66-4999,459.581.6655x5381,"509 Williams Mill, Danielsside, LA 35140",1997-03-24,4282765762044500
220,75,Male,4,140.4,51.5,29.7,162.5,37.7,0.1,1,Michele Kim,jenniferkramer@example.com,979-11-2111,(741)272-4819,"96700 Christopher Terrace, Lake Jamie, MT 62641",1936-09-17,349714249590171
221,48,Male,13,195.8,104.2,16.4,262.6,19.1,0.88,0,Megan Hunt,warrenjasmine@example.org,971-63-7734,(787)728-3645x620,"502 Thompson Loaf Suite 840, Port Lisa, DC 10044",2004-04-18,502043796791
222,45,Female,3,78.7,59.4,49.1,250.5,18.3,0.63,0,Heather Cook,kevindiaz@example.org,183-90-4211,488-443-3768,"446 Suzanne Meadows, New Victorfurt, SC 52181",1936-03-02,2235715060782063
223,59,Female,13,154.3,82.7,16.3,243.6,30.4,2.43,1,Sheri Mayer,christianholloway@example.com,244-83-5113,2335182182,"049 Timothy Parkways, New Laurashire, TN 85537",1980-05-03,4007051689215703
224,53,Female,3,79.6,92.4,29.5,224.2,21.6,1.85,1,Brendan Johnson,rallen@example.com,826-92-5769,7895877756,"PSC 8503, Box 2972, APO AE 94894",2004-10-31,676174228814
225,21,Female,11,118.8,80.0,24.6,261.2,35.9,0.94,0,Samuel Briggs,cobbdaniel@example.org,915-41-5526,419.936.8604,"PSC 1428, Box 8757, APO AA 77238",1941-05-24,4640692830567162
226,77,Female,0,174.5,51.9,35.6,40.7,23.8,0.32,0,Scott Davis,lewiskayla@example.org,190-58-8137,001-273-350-7557x0570,"86464 Morgan Spring Suite 167, North Edward, NH 02982",1976-10-08,4366408506194377
227,47,Female,6,126.4,104.8,15.2,84.2,29.7,1.34,0,Daniel Reynolds,smithjason@example.net,272-77-7367,820.633.3270,"93290 Green Squares, Josebury, VT 95338",1999-09-17,347266317256922
228,77,Female,8,199.6,50.7,27.2,144.2,23.3,0.61,1,Tracy Ellis,wendyesparza@example.com,645-31-4169,637.234.4331x89787,"9317 Mullen Bypass Suite 024, Moorefort, NM 79875",1938-05-28,4029600100272794
229,72,Male,2,142.7,103.3,21.0,235.9,32.8,1.39,0,Jose Bond,joshuacastro@example.com,771-79-1687,+1-561-927-0126x0591,"USCGC Smith, FPO AP 65870",1995-01-08,676235788483
230,33,Female,11,111.8,112.5,45.5,146.8,21.1,2.1,0,Melissa Davis,hrangel@example.net,421-84-7076,+1-731-894-5109x670,"6601 Kimberly Trafficway, East Sandy, FM 84803",1952-11-23,4694269273770192
231,61,Male,12,98.6,80.3,11.6,210.2,18.6,1.58,0,Jon Wong,owaters@example.org,156-34-5333,687-767-5438x270,"10307 Mathew Mills, Danielmouth, PR 91782",1970-03-08,6520681701997566
232,23,Female,14,115.6,87.5,46.5,51.3,19.4,1.62,0,Micheal Vaughn,spencersarah@example.net,310-19-9985,(929)745-5300,"731 Charles Estates Apt. 094, Karenburgh, MN 18275",2007-03-26,4744614147540638
233,59,Female,1,118.4,83.4,43.3,80.9,43.8,1.4,0,Keith Willis,sferguson@example.net,354-94-6387,749-991-6388,"PSC 9425, Box 1076, APO AE 65934",1982-12-21,4847986842390410
234,26,Male,2,78.9,77.2,21.9,206.0,21.8,2.33,0,Kathleen Long,loriwright@example.org,382-27-4875,973-941-7437,"31112 Joseph Lane, South Andreamouth, NM 04799",1946-10-29,4502136930103226490
235,28,Female,0,118.0,112.1,41.6,58.0,37.1,2.34,1,Shane Wilson,matthewcarter@example.net,669-99-7961,300-717-6699,"796 Mary Bypass, Stevenhaven, PA 23227",1969-02-19,2576559026775747
236,47,Female,5,130.4,112.6,11.2,106.7,19.8,1.33,1,Timothy Elliott,johnhoward@example.org,387-84-6140,9912341733,"629 Rosales Hills Apt. 674, East Melindaville, AZ 35180",1999-01-06,3578695895654401
237,29,Male,10,164.0,73.5,48.7,84.1,20.9,0.83,1,Heather Johnson,brockpamela@example.org,153-18-4906,+1-887-833-8803x6006,"5803 Paul Common, Maryside, WY 96723",1974-07-06,4739960199179415788
238,57,Female,10,155.4,93.1,31.1,106.3,31.7,1.2,0,Erika Wood,john92@example.org,771-79-8389,+1-698-233-5860x98851,"177 Brown Gardens, New Nicoleberg, CA 22288",1992-03-25,3571752977218337
